ParcelId,Address,City,State,ZIP,County,MSA,Submarket,YearBuilt,YearRenovated,AssetClass,Stories,ConstructionType,PropertyType,UnitCount,AvgUnitSqft,NetRentableSqft,ParkingType,ParkingRatio,LotSizeAcres,ManagementCompany,Notes,DataConfidence,SourceFiles
The Quincy,,,,,,,,,,,,,,2021,,,Garage,,,Fee Insuran,,low,20210716162140_IncomeAPINVExport.xls; Copy of Atlanta Garden_ Expense Comparables_ 6.8.20_v2.pdf; Quincy Other income .xls; Quincy Other Income v2.xls; Quincy Projected rents .xls
The Reid,,,,,,,,,,,,,,,,,,,,,,none,The Reid OM.pdf
The Resever at Glenn Laurel,,,,,,,,,,,,,,,,,,,,,,none,20 Pine Hall Dr - The Pines at Glen Laurel _ CoStar.pdf; 20 Pine Hall Dr - The Reserve at Glen Laurel _ CoStar.pdf; Combined rent roll .xlsx; Combined v2.xlsx; Pines at Glen Laurel_T12_Apr 2022.pdf
The Residences at 3000 Bardin,,Grand Prairie,TX,,,"Dallas-Fort Worth-Arlington, TX",,2022,,,,,,,,,,,,,,medium,02. Budget Comparison with Comments (1).pdf; 02. Budget Comparison with Comments 202112.xlsx; 02. Budget Comparison with Comments.pdf; 14. Rent Roll with Lease Charges (1).pdf; ConcessionBurnOff01_24_2022.xlsx
The Rey on Reynolds,,,,,,,,,,,,Concrete,,,975,975,GARAGE,,,Servic,,none,Copy of The Rey on Reynolds  - Demographics (2021.02.08).xls; The Rey on Reynolds - Executive Summary.pdf; The Rey on Reynolds - Property Fees (Market Survey).pdf; The Rey on Reynolds - Rent Roll (2021.03.02).xls; TROR - Rent Roll (2021.02.07).xlsx
The Sagefield,,,,,,,,,,,,,,,,,,,,,,none,The Sagefield Other Income.xlsx; The Sagefield Rent Roll.xls; The Sagefield_20211028064141.zip
The Statesman,,,,,,,,,,,,,,,,,,,,,,none,
The Station Fleming Island,,,,,,,,,,,,,,,,,,,,,,none,AmenityRentAnalysis06_02_2022.pdf; BoxScoreSummary06_21_2022.xlsx; Other income The Station Fleming.xlsx; RentRoll06_21_2022.xlsx; The Station Fee Sheet.pdf
The View of Forth Worth,,,,,,,,,,,,,,,,,,,,,,none,
The Village at Westland Cove,,,,,,,,,,,,,,2020,,,garage,,,Tra,,low,Complete OM - Village at Westland Cove.pdf; Copy of VWC Rent Roll 02 04 2020 techno.xls; CRS Data - Property Report for Parcel_Tax ID 144  02005.pdf; RentRollwithLeaseCharges12_12_2019 - Westland techno.xls; RentRollwithLeaseCharges12_12_2019 - Westland.xlsx
The Villlage,,,,,,,,,,,,,,,332,332,GARAGE,,,,,none,The Village_OM.pdf; Village RR 6.15.18.xls; Village RR 7.12.18.xls; Village RR 8_01_18.xls; Village_Tax_Bill___2017.pdf
The Vineyard,,,,,,,,,,,,,,,,,,,,,,none,The Vineyard - Sale Comps.pdf; The Vineyard OM.pdf; The vinyard - Costar.pdf; The vinyard - Costar.pdf 2.pdf
The apartments at Areboretum,,,,,,,,,,,,,,,,,,,,,,none,
The palms,,,,,,,,,,,,,,2020,,,,,,FEE INCO,,low,Copy of Palms - Renovation Level by Unit 6.1.2020.xlsx; Historical_20200626143401 - The Palms Davie .xls; Palms - RentableItemsDirectory06_11_2020.xlsx; Palms - RentRoll06_09_2020 - techno 2.xls; Palms - RentRoll06_09_2020.xlsx
The pointe @ Preston Ridge,,,,,,,,,,,,,,,,,,,,,,none,
The reserve at Cary Park,,,,,,,,,,,,,,,643,643,Garage,,,Expen,,none,CapEx_2020.08_Reserve at Cary Park.pdf; Cary Property Owners Assoc..pdf; Enhanced Unit Tracker_2020.08.18_Reserve at Cary Park.xlsx; Historical_20200831113146 - Reserve at Cary Park .xls; Listing Notes_2020.08_Reserve at Cary Park.pdf
The retreat at Fuquay,,,,,,,,,,,,,,,,,,,,,,none,Retreat at Fuquay Rent roll.xls
Thornhill,,,,,,,,,,,,,,,,,,,,,,none,
Town Southern,,,,,,,,,,,,,,,896,896,GARAGE,,,Compa,,none,Town Southern - 2020.08 12-Month Operating Stmt.xlsm; Town Southern - 2020.09.17 Rent Roll.xls; Town Southern - 2020.09.17 Rentable Items.xls; Town Southern_OM_LR.pdf
Trailside Verde,,,,,,,,,,,,,,,,,,,,,,none,Trailside Verdae.xlsx
Trailside at Reedy Point,,,,,,,,,,,,,,2019,,,,,,,,low,Trailside at Reedy Point - 2018 Tax Bill.pdf; Trailside at Reedy Point - Box Score 7.9.19 - 7.16.19.xlsx; Trailside at Reedy Point - Certificates of Occupancy.pdf; Trailside at Reedy Point - Concession Burn Off Report (2019.25.06).xlsx; Trailside at Reedy Point - Lease Charge Burnoff 2017.xlsx
Trilogy Cameron Village,,,,,,,,,,,,,,,768,768,,,,,,none,Concessions 1.20.21.pdf; Concessions TCV.pdf; Demographics TCH.pdf; Demographics TCV.pdf; Payroll schedule - Cameron Village.xls
Trilogy Chapel Hill,,,,,,,,,,,,,,,577,577,,,,,,none,Copy of Twelve Month Trailing Income Statement (7).xlsx; Rent+Roll+Detail+-+Excel - 2021-01-18T090339.621.xls
Tuscan Heights,,,,,,,,,,,,,,,306,306,GARAGE,,,,,none,Tuscan Rent Roll for January 2019.xls
Uptown Boca,,,,,,,,,,,,,,,,,,,,,,none,2020-101649334.pdf; Confidentiality Agreement - Uptown Boca - Final.pdf; FloorPlanSummary-Uptown Boca-20210609-380235.xlsx; G95 - 2020 WHP Rents - 07.07.20.pdf; Master Declaration of Restrictive Covenants WFH.pdf
Uptown at Liberty Park,,,,,,,,,,,,,,,208,208,,,,,,none,Lee County Tax Collector - Uptwown.pdf; Rent+Roll+Detail+-+Excel 07.01.19.xls
V & 3 Apartments,,,,,,,,,,,,,,,,,,,,,,none,
V & Three,,,,,,,,,,,,,,,,,,,,,,none,Payroll Budget - V & Three .xlsm; V & Three.xlsx
Vail Village,,,,,,,,,,,,,,,,,,,,,,none,DD_VailVillageDallas_2018-0309_1539-d.zip
Vantage at Wildwood,,,,,,,,,,,,,,,,,,,,,,none,
Vecina,,,,,,,,,,,,,,,,,,,,,,none,BoxScoreSummary03_29_2021 (1).pdf; Vecina  Other Income.xlsx; Vecina ProjectedOccupancy03_29_2021.xlsx; Vecina RentableItemsDirectory03_29_2021 (1).xlsx; Vecina T12 through Feb 21.xlsx
Vestavia Reserve,,,,,,,,,,,,,,2018,,,,,,Fe,,low,Income Profile - Vestavia.xlsx; RentRollwithLeaseCharges08_08_2018 techno.xls; RentRollwithLeaseCharges08_08_2018.xlsx; Vestavia Reserve - OM (2018.07.31) [Email].pdf; Vestavia Reserve - T12 Income Statement (PRELIM) (2018.07.31) - techno.xls
View at Woodstock,,,,,,,,,,,,,,320,,,,,,,,low,2019 Tax Bill for 15N12 017 A.pdf; 20200826101704_IncomeAPINVExport - Rent Roll analysis .xls; Property Detail - Matrix.pdf; The View at Woodstock - BOV Underwriting (2020.09.01).pdf; The View at Woodstock .xls
Village at Lake Front,,,,,,,,,,,,,,,,,,,,,,none,Village at Lakefront - August T-12.xlsx; Village at Lakefront - Lease Expiration Summary.pdf; Village at Lakefront - Note.PDF; Village at Lakefront - Offering Memorandum.pdf; Village at Lakefront - Rent Roll 9.18.19.pdf
Village on the Green,,,,,,,,,,,,,,,,,,,,FE,,none,Copy of Village on the Green - techno.xls
Vista Verde,,,,,,,,,,,,Mixed,,0002,164,164,Garage,,16.9,Fe,,low,Central FL Value Add Portfolio OM - 2018 - FINAL.PDF; Comps Report.pdf; Profit & Loss 12 Month Recap - Vista Verde 01-18 - Modified.xls; Profit & Loss 12 Month Recap - Vista Verde 01-18 - removed.xls; Proforma .xls
Vista Verde - Miami,,,,,,,,,,,,,,2018,,,,,,Fe,,low,Copy of Vista Verde Westchester - T12 March 2017 thru Feb 2018 modified.xls; Forecast - Vista Miami.xls; University Fountains Rent Roll as of 03-31-18 techno.xls; University Fountains Rent Roll as of 03-31-18.xlsx; University Fountains Rent Roll as of 04-18-18 Techno .xls
Waterford Place - Morrisville,,,,,,,,,,,,,Garden,2019,,,,,,Spa,,low,Historical_20190612113141 - The Waterford .xls; Rent Roll_2019.05.01_The Waterford.xls; Rent Roll_2019.05.01_The Waterford.xlsx; T12_2019.03_The Waterford.xls; T12_2019.03_The Waterford.xlsx
Waterlynn,,,,,,,,,,,,,,2019,,,garage,,,Fe,,low,20191111112412_APINVExport - Waterlynn ridge .xls; 20191113110048_APINVExport - whitehall.xls; Historical_20191104120658 - Waterlynn Ridge .xls; RentRollwithLeaseCharges10_23_2019 (1) - techno.xls; RentRollwithLeaseCharges10_23_2019 (1).xlsx
West End,,,,,,,,,,,,,,,,,,,,,,none,RE Tax Bill_2018_West End Station.pdf; Rent Roll_2019.07.25_West End Station.xlsx; T12_2019.06_West End Station.xlsx
Whitehall Estates,,,,,,,,,,,,,,,772,772,Garage,,,Fe,,none,Historical_20191024160041 - whitehall.xls; Whitehall Estates - Rent Roll (2019.09.27).xls; Whitehall Estates - T12 (2019.09) - Techno.xls; Whitehall Estates - T12 (2019.09).xlsx
Windsor Landing,,,,CS,,,,,,,,,Garden,,,,,,,Fe,,low,!Windsor Landing 2018 Tax Bill.pdf; !Windsor Landing 2019 Tax Assessment.pdf; !Windsor Landing Rent Roll_8_26_2019 - Techno.xls; !Windsor Landing Rent Roll_8_26_2019.xlsx; !Windsor Landing T-12 Ending July 2019 - techno.xls
Windsor Landings - NC,,,,NC,,,,,,,,,,,964,964,,,,Fee Adm,,none,Forecast.xls; Oct 23 Rent Roll - modified .xls; Oct 23 Rent Roll.pdf; Oct 23 Rent Roll.xls; WL Oct'17 Preliminary Income.pdf
legacy Village,,,,,,,,,,,,,,2019,,,Garage,,,Fe,,low,Historical_20190925110607 - Legacy village .xls; Legacy Village - Concession Burn Off Report (2019.08).pdf; Legacy Village - Offering Memorandum.pdf; Legacy Village - Rent Roll (2019.09.09) - techno.xls; Legacy Village - Rent Roll (2019.09.09).xlsx
